User-generated using "barnfire_functions.py"
group upper bound region
1 1.4200000000e+07 fast
2 1.4000000000e+07 fast
3 1.1321149047e+07 resonance
4 9.1548868391e+06 resonance
5 7.4031313154e+06 resonance
6 5.9865680741e+06 resonance
7 4.8410592463e+06 resonance
8 3.9147395195e+06 resonance
9 3.1656678272e+06 resonance
10 2.5599283790e+06 resonance
11 2.0700950520e+06 resonance
12 1.6739896161e+06 resonance
13 1.3536775677e+06 resonance
14 1.0946561075e+06 resonance
15 8.8519749634e+05 resonance
16 7.1581805659e+05 resonance
17 5.7884877924e+05 resonance
18 4.6808809325e+05 resonance
19 3.7852107649e+05 resonance
20 3.0609239460e+05 resonance
21 2.4752268725e+05 resonance
22 2.0016008821e+05 resonance
23 1.6186015656e+05 resonance
24 1.3088878266e+05 resonance
25 1.0584367265e+05 resonance
26 8.5590856698e+04 resonance
27 6.9213346125e+04 resonance
28 5.5969614824e+04 resonance
29 4.5260025109e+04 resonance
30 3.6599677867e+04 resonance
31 2.9596457729e+04 resonance
32 2.3933279230e+04 resonance
33 1.9353730097e+04 resonance
34 1.5650461646e+04 resonance
35 1.2655800639e+04 resonance
36 1.0234157525e+04 resonance
37 8.2758873365e+03 resonance
38 6.6923252881e+03 resonance
39 5.4117722899e+03 resonance
40 4.3762486217e+03 resonance
41 3.5388687795e+03 resonance
42 2.8617186365e+03 resonance
43 2.3141388011e+03 resonance
44 1.8713364488e+03 resonance
45 1.5132627753e+03 resonance
46 1.2237052447e+03 resonance
47 9.8955353325e+02 resonance
48 8.0020593143e+02 resonance
49 6.4708932987e+02 resonance
50 5.2327105359e+02 resonance
51 4.2314497070e+02 resonance
52 3.4217766299e+02 resonance
53 2.7670316595e+02 resonance
54 2.2375698454e+02 resonance
55 1.8094186945e+02 resonance
56 1.4631927664e+02 resonance
57 1.1832159566e+02 resonance
58 9.5681172856e+01 resonance
59 7.7372915636e+01 resonance
60 6.2567879295e+01 resonance
61 5.0595734790e+01 resonance
62 4.0914418194e+01 resonance
63 3.3085587611e+01 resonance
64 2.6754776332e+01 resonance
65 2.1635343613e+01 resonance
66 1.7495496409e+01 resonance
67 1.4147794464e+01 resonance
68 1.1440663559e+01 resonance
69 9.2515326675e+00 resonance
70 7.4812843031e+00 resonance
71 6.0497667614e+00 resonance
72 4.8921650862e+00 resonance
73 3.9560664360e+00 resonance
74 3.1990869830e+00 resonance
75 2.5869528964e+00 resonance
76 2.0919485227e+00 resonance
77 1.6916615018e+00 resonance
78 1.3679679999e+00 resonance
79 1.1062121156e+00 resonance
80 8.9454230276e-01 resonance
81 7.2337476704e-01 resonance
82 5.8495953962e-01 resonance
83 4.7302958104e-01 resonance
84 3.8251702790e-01 resonance
85 3.0932373471e-01 resonance
86 2.5013572175e-01 resonance
87 2.0227312771e-01 resonance
88 1.6356887336e-01 resonance
89 1.3227054248e-01 resonance
90 1.0696103757e-01 resonance
91 8.6494417757e-02 resonance
92 6.9944013941e-02 resonance
93 5.6560471913e-02 resonance
94 4.5737823764e-02 resonance
95 3.6986051424e-02 resonance
96 2.9908900059e-02 resonance
97 2.4185936815e-02 resonance
98 1.9558042538e-02 resonance
99 1.5815679617e-02 resonance
100 1.2789404730e-02 resonance
101 1.0342196941e-02 resonance
102 8.3632537891e-03 resonance
103 6.7629744761e-03 resonance
104 5.4689030033e-03 resonance
105 4.4224475732e-03 resonance
106 3.5762277235e-03 resonance
107 2.8919290775e-03 resonance
108 2.3385685800e-03 resonance
109 1.8910916751e-03 resonance
110 1.5292379082e-03 resonance
111 1.2366235920e-03 resonance
112 1.0000000000e-03 thermal
113 1.0000000000e-05 thermal
