User-generated using "barnfire_functions.py"
group upper bound region
1 1.4200000000e+07 fast
2 1.4000000000e+07 fast
3 1.3676078178e+07 resonance
4 1.3359651023e+07 resonance
5 1.3050545129e+07 resonance
6 1.2748591104e+07 resonance
7 1.2453623470e+07 resonance
8 1.2165480584e+07 resonance
9 1.1884004538e+07 resonance
10 1.1609041080e+07 resonance
11 1.1340439527e+07 resonance
12 1.1078052682e+07 resonance
13 1.0821736752e+07 resonance
14 1.0571351274e+07 resonance
15 1.0326759033e+07 resonance
16 1.0087825990e+07 resonance
17 9.8544212059e+06 resonance
18 9.6264167719e+06 resonance
19 9.4036877387e+06 resonance
20 9.1861120480e+06 resonance
21 8.9735704655e+06 resonance
22 8.7659465155e+06 resonance
23 8.5631264176e+06 resonance
24 8.3649990237e+06 resonance
25 8.1714557574e+06 resonance
26 7.9823905545e+06 resonance
27 7.7976998048e+06 resonance
28 7.6172822954e+06 resonance
29 7.4410391551e+06 resonance
30 7.2688738006e+06 resonance
31 7.1006918828e+06 resonance
32 6.9364012360e+06 resonance
33 6.7759118267e+06 resonance
34 6.6191357048e+06 resonance
35 6.4659869547e+06 resonance
36 6.3163816491e+06 resonance
37 6.1702378023e+06 resonance
38 6.0274753256e+06 resonance
39 5.8880159833e+06 resonance
40 5.7517833499e+06 resonance
41 5.6187027681e+06 resonance
42 5.4887013081e+06 resonance
43 5.3617077273e+06 resonance
44 5.2376524317e+06 resonance
45 5.1164674374e+06 resonance
46 4.9980863333e+06 resonance
47 4.8824442452e+06 resonance
48 4.7694777996e+06 resonance
49 4.6591250896e+06 resonance
50 4.5513256403e+06 resonance
51 4.4460203763e+06 resonance
52 4.3431515889e+06 resonance
53 4.2426629048e+06 resonance
54 4.1444992548e+06 resonance
55 4.0486068440e+06 resonance
56 3.9549331220e+06 resonance
57 3.8634267545e+06 resonance
58 3.7740375949e+06 resonance
59 3.6867166566e+06 resonance
60 3.6014160867e+06 resonance
61 3.5180891394e+06 resonance
62 3.4366901505e+06 resonance
63 3.3571745121e+06 resonance
64 3.2794986488e+06 resonance
65 3.2036199932e+06 resonance
66 3.1294969627e+06 resonance
