User-generated using "barnfire_functions.py"
group upper bound region
1 1.4200000000e+07 fast
2 1.4000000000e+07 fast
3 1.2944361294e+07 resonance
4 1.1968320665e+07 resonance
5 1.1065876198e+07 resonance
6 1.0231478539e+07 resonance
7 9.4599967696e+06 resonance
8 8.7466868590e+06 resonance
9 8.0871624877e+06 resonance
10 7.4773680775e+06 resonance
11 6.9135538516e+06 resonance
12 6.3922527772e+06 resonance
13 5.9102592451e+06 resonance
14 5.4646093578e+06 resonance
15 5.0525627042e+06 resonance
16 4.6715855074e+06 resonance
17 4.3193350445e+06 resonance
18 3.9936452404e+06 resonance
19 3.6925133480e+06 resonance
20 3.4140876328e+06 resonance
21 3.1566559863e+06 resonance
22 2.9186353977e+06 resonance
23 2.6985622195e+06 resonance
24 2.4950831674e+06 resonance
25 2.3069469984e+06 resonance
26 2.1329968167e+06 resonance
27 1.9721629596e+06 resonance
28 1.8234564200e+06 resonance
29 1.6859627646e+06 resonance
30 1.5588365109e+06 resonance
31 1.4412959282e+06 resonance
32 1.3326182305e+06 resonance
33 1.2321351316e+06 resonance
34 1.1392287362e+06 resonance
35 1.0533277398e+06 resonance
36 9.7390391609e+05 resonance
37 9.0046886825e+05 resonance
38 8.3257102604e+05 resonance
39 7.6979286886e+05 resonance
40 7.1174835829e+05 resonance
41 6.5808056429e+05 resonance
42 6.0845947034e+05 resonance
43 5.6257994406e+05 resonance
44 5.2015986091e+05 resonance
45 4.8093836930e+05 resonance
46 4.4467428660e+05 resonance
47 4.1114461599e+05 resonance
48 3.8014317525e+05 resonance
49 3.5147932885e+05 resonance
50 3.2497681571e+05 resonance
51 3.0047266534e+05 resonance
52 2.7781619565e+05 resonance
53 2.5686808642e+05 resonance
54 2.3749952253e+05 resonance
55 2.1959140192e+05 resonance
56 2.0303360310e+05 resonance
57 1.8772430810e+05 resonance
58 1.7356937627e+05 resonance
59 1.6048176543e+05 resonance
60 1.4838099663e+05 resonance
61 1.3719265925e+05 resonance
62 1.2684795344e+05 resonance
63 1.1728326706e+05 resonance
64 1.0843978446e+05 resonance
65 1.0026312491e+05 resonance
66 9.2703008094e+04 resonance
