User-generated using "barnfire_functions.py"
group upper bound region
1 1.4200000000e+07 fast
2 1.4000000000e+07 fast
3 1.3596076187e+07 resonance
4 1.3203806262e+07 resonance
5 1.2822853992e+07 resonance
6 1.2452892844e+07 resonance
7 1.2093605703e+07 resonance
8 1.1744684608e+07 resonance
9 1.1405830480e+07 resonance
10 1.1076752870e+07 resonance
11 1.0757169708e+07 resonance
12 1.0446807065e+07 resonance
13 1.0145398911e+07 resonance
14 9.8526868959e+06 resonance
15 9.5684201199e+06 resonance
16 9.2923549240e+06 resonance
17 9.0242546785e+06 resonance
18 8.7638895812e+06 resonance
19 8.5110364597e+06 resonance
20 8.2654785810e+06 resonance
21 8.0270054647e+06 resonance
22 7.7954127034e+06 resonance
23 7.5705017873e+06 resonance
24 7.3520799336e+06 resonance
25 7.1399599219e+06 resonance
26 6.9339599334e+06 resonance
27 6.7339033950e+06 resonance
28 6.5396188279e+06 resonance
29 6.3509397011e+06 resonance
30 6.1677042881e+06 resonance
31 5.9897555284e+06 resonance
32 5.8169408930e+06 resonance
33 5.6491122539e+06 resonance
34 5.4861257565e+06 resonance
35 5.3278416967e+06 resonance
36 5.1741244014e+06 resonance
37 5.0248421114e+06 resonance
38 4.8798668695e+06 resonance
39 4.7390744098e+06 resonance
40 4.6023440521e+06 resonance
41 4.4695585978e+06 resonance
42 4.3406042298e+06 resonance
43 4.2153704145e+06 resonance
44 4.0937498079e+06 resonance
45 3.9756381627e+06 resonance
46 3.8609342393e+06 resonance
47 3.7495397192e+06 resonance
48 3.6413591205e+06 resonance
49 3.5362997161e+06 resonance
50 3.4342714542e+06 resonance
51 3.3351868812e+06 resonance
52 3.2389610666e+06 resonance
53 3.1455115305e+06 resonance
54 3.0547581725e+06 resonance
55 2.9666232032e+06 resonance
56 2.8810310777e+06 resonance
57 2.7979084306e+06 resonance
58 2.7171840132e+06 resonance
59 2.6387886326e+06 resonance
60 2.5626550921e+06 resonance
61 2.4887181337e+06 resonance
62 2.4169143824e+06 resonance
63 2.3471822914e+06 resonance
64 2.2794620898e+06 resonance
65 2.2136957312e+06 resonance
66 2.1498268440e+06 resonance
