User-generated using "barnfire_functions.py"
group upper bound region
1 1.4200000000e+07 fast
2 1.4000000000e+07 fast
3 1.3358395106e+07 resonance
4 1.2746194272e+07 resonance
5 1.2162049942e+07 resonance
6 1.1604676316e+07 resonance
7 1.1072846522e+07 resonance
8 1.0565389913e+07 resonance
9 1.0081189494e+07 resonance
10 9.6191794568e+06 resonance
11 9.1783428415e+06 resonance
12 8.7577092925e+06 resonance
13 8.3563529252e+06 resonance
14 7.9733902872e+06 resonance
15 7.6079784137e+06 resonance
16 7.2593129720e+06 resonance
17 6.9266264913e+06 resonance
18 6.6091866731e+06 resonance
19 6.3062947792e+06 resonance
20 6.0172840940e+06 resonance
21 5.7415184566e+06 resonance
22 5.4783908609e+06 resonance
23 5.2273221189e+06 resonance
24 4.9877595865e+06 resonance
25 4.7591759465e+06 resonance
26 4.5410680480e+06 resonance
27 4.3329557992e+06 resonance
28 4.1343811102e+06 resonance
29 3.9449068849e+06 resonance
30 3.7641160590e+06 resonance
31 3.5916106815e+06 resonance
32 3.4270110393e+06 resonance
33 3.2699548211e+06 resonance
34 3.1200963200e+06 resonance
35 2.9771056722e+06 resonance
36 2.8406681316e+06 resonance
37 2.7104833762e+06 resonance
38 2.5862648477e+06 resonance
39 2.4677391203e+06 resonance
40 2.3546452991e+06 resonance
41 2.2467344457e+06 resonance
42 2.1437690303e+06 resonance
43 2.0455224088e+06 resonance
44 1.9517783239e+06 resonance
45 1.8623304293e+06 resonance
46 1.7769818352e+06 resonance
47 1.6955446751e+06 resonance
48 1.6178396921e+06 resonance
49 1.5436958447e+06 resonance
50 1.4729499298e+06 resonance
51 1.4054462238e+06 resonance
52 1.3410361398e+06 resonance
53 1.2795779005e+06 resonance
54 1.2209362260e+06 resonance
55 1.1649820362e+06 resonance
56 1.1115921665e+06 resonance
57 1.0606490969e+06 resonance
58 1.0120406932e+06 resonance
59 9.6565996026e+05 resonance
60 9.2140480623e+05 resonance
61 8.7917781816e+05 resonance
62 8.3888604739e+05 resonance
63 8.0044080500e+05 resonance
64 7.6375746659e+05 resonance
65 7.2875528599e+05 resonance
66 6.9535721756e+05 resonance
