User-generated using "barnfire_functions.py"
67 3.1444188844e+04 resonance
68 2.8628124266e+04 resonance
69 2.6064259539e+04 resonance
70 2.3730008260e+04 resonance
71 2.1604806812e+04 resonance
72 1.9669933202e+04 resonance
73 1.7908342137e+04 resonance
74 1.6304514855e+04 resonance
75 1.4844322418e+04 resonance
76 1.3514901241e+04 resonance
77 1.2304539771e+04 resonance
78 1.1202575310e+04 resonance
79 1.0199300089e+04 resonance
80 9.2858757414e+03 resonance
81 8.4542554419e+03 resonance
82 7.6971130206e+03 resonance
83 7.0077784211e+03 resonance
84 6.3801789408e+03 resonance
85 5.8087857336e+03 resonance
86 5.2885651032e+03 resonance
87 4.8149341590e+03 resonance
88 4.3837204427e+03 resonance
89 3.9911251713e+03 resonance
90 3.6336897712e+03 resonance
91 3.3082654106e+03 resonance
92 3.0119852591e+03 resonance
93 2.7422392326e+03 resonance
94 2.4966510000e+03 resonance
95 2.2730570482e+03 resonance
96 2.0694876235e+03 resonance
97 1.8841493780e+03 resonance
98 1.7154095721e+03 resonance
99 1.5617816902e+03 resonance
100 1.4219123453e+03 resonance
101 1.2945693565e+03 resonance
102 1.1786308940e+03 resonance
103 1.0730755965e+03 resonance
104 9.7697357294e+02 resonance
105 8.8947821138e+02 resonance
106 8.0981872022e+02 resonance
107 7.3729333808e+02 resonance
108 6.7126315162e+02 resonance
109 6.1114646702e+02 resonance
110 5.5641368552e+02 resonance
111 5.0658263795e+02 resonance
112 4.6121433701e+02 resonance
113 4.1990911005e+02 resonance
114 3.8230307809e+02 resonance
115 3.4806495030e+02 resonance
116 3.1689310542e+02 resonance
117 2.8851293465e+02 resonance
118 2.6267442250e+02 resonance
119 2.3914994425e+02 resonance
120 2.1773226069e+02 resonance
121 1.9823269243e+02 resonance
122 1.8047945777e+02 resonance
123 1.6431615935e+02 resonance
124 1.4960040636e+02 resonance
125 1.3620256019e+02 resonance
126 1.2400459233e+02 resonance
127 1.1289904460e+02 resonance
128 1.0278808255e+02 resonance
129 9.3582633498e+01 resonance
130 8.5201601933e+01 resonance
131 7.7571155038e+01 resonance
132 7.0624072288e+01 resonance
133 6.4299153262e+01 resonance
134 5.8540678501e+01 resonance
135 5.3297918642e+01 resonance
136 4.8524687522e+01 resonance
137 4.4178935296e+01 resonance
138 4.0222378002e+01 resonance
139 3.6620160292e+01 resonance
140 3.3340548383e+01 resonance
141 3.0354650488e+01 resonance
142 2.7636162298e+01 resonance
143 2.5161135257e+01 resonance
144 2.2907765578e+01 resonance
145 2.0856202171e+01 resonance
146 1.8988371761e+01 resonance
147 1.7287819669e+01 resonance
148 1.5739564860e+01 resonance
149 1.4329967962e+01 resonance
150 1.3046611111e+01 resonance
151 1.1878188558e+01 resonance
152 1.0814407069e+01 resonance
153 9.8458952456e+00 resonance
154 8.9641209702e+00 resonance
155 8.1613162404e+00 resonance
156 7.4304087368e+00 resonance
157 6.7649595201e+00 resonance
158 6.1591063061e+00 resonance
159 5.6075118229e+00 resonance
160 5.1053167912e+00 resonance
161 4.6480971173e+00 resonance
162 4.2318249180e+00 resonance
163 3.8528330379e+00 resonance
164 3.5077827428e+00 resonance
165 3.1936343074e+00 resonance
166 2.9076202369e+00 resonance
167 2.6472208863e+00 resonance
168 2.4101422642e+00 resonance
169 2.1942958230e+00 resonance
170 1.9977800608e+00 resonance
171 1.8188637691e+00 resonance
172 1.6559707825e+00 resonance
173 1.5076660931e+00 resonance
174 1.3726432086e+00 resonance
175 1.2497126430e+00 resonance
176 1.1377914380e+00 resonance
177 1.0358936222e+00 resonance
178 9.4312152525e-01 resonance
179 8.5865787021e-01 resonance
180 7.8175857336e-01 resonance
181 7.1174618928e-01 resonance
182 6.4800394293e-01 resonance
183 5.8997029612e-01 resonance
184 5.3713400065e-01 resonance
185 4.8902959446e-01 resonance
186 4.4523330112e-01 resonance
187 4.0535929661e-01 resonance
188 3.6905631033e-01 resonance
189 3.3600453063e-01 resonance
190 3.0591278741e-01 resonance
191 2.7851598704e-01 resonance
192 2.5357277705e-01 resonance
193 2.3086341989e-01 resonance
194 2.1018785716e-01 resonance
195 1.9136394721e-01 resonance
196 1.7422586056e-01 resonance
197 1.5862261899e-01 resonance
198 1.4441676555e-01 resonance
199 1.3148315356e-01 resonance
200 1.1970784420e-01 resonance
201 1.0898710272e-01 resonance
202 9.9226484598e-02 resonance
203 9.0340003544e-02 resonance
204 8.2249373980e-02 resonance
205 7.4883321393e-02 resonance
206 6.8176954444e-02 resonance
207 6.2071193302e-02 resonance
208 5.6512249180e-02 resonance
209 5.1451150486e-02 resonance
210 4.6843311401e-02 resonance
211 4.2648139105e-02 resonance
212 3.8828676170e-02 resonance
213 3.5351274985e-02 resonance
214 3.2185301337e-02 resonance
215 2.9302864539e-02 resonance
216 2.6678571725e-02 resonance
217 2.4289304150e-02 resonance
218 2.2114013531e-02 resonance
219 2.0133536615e-02 resonance
220 1.8330426362e-02 resonance
221 1.6688798250e-02 resonance
222 1.5194190333e-02 resonance
223 1.3833435843e-02 resonance
224 1.2594547193e-02 resonance
225 1.1466610378e-02 resonance
226 1.0439688823e-02 resonance
227 9.5047358482e-03 resonance
228 8.6535149733e-03 resonance
229 7.8785273562e-03 resonance
230 7.1729457328e-03 resonance
231 6.5305542724e-03 resonance
232 5.9456938186e-03 resonance
233 5.4132120353e-03 resonance
234 4.9284180170e-03 resonance
235 4.4870409642e-03 resonance
236 4.0851925598e-03 resonance
237 3.7193327147e-03 resonance
238 3.3862383817e-03 resonance
239 3.0829751618e-03 resonance
240 2.8068714534e-03 resonance
241 2.5554949173e-03 resonance
242 2.3266310484e-03 resonance
243 2.1182636673e-03 resonance
244 1.9285571588e-03 resonance
245 1.7558403008e-03 resonance
246 1.5985915417e-03 resonance
247 1.4554255966e-03 resonance
248 1.3250812431e-03 resonance
249 1.2064102108e-03 resonance
250 1.0983670656e-03 resonance
251 1.0000000000e-03 thermal
252 1.0000000000e-05 thermal
