User-generated using "barnfire_functions.py"
group upper bound region
1 1.4200000000e+07 fast
2 1.4000000000e+07 fast
3 1.1834074767e+07 resonance
4 1.0003237542e+07 resonance
5 8.4556472137e+06 resonance
6 7.1474829522e+06 resonance
7 6.0417034038e+06 resonance
8 5.1069978430e+06 resonance
9 4.3168995936e+06 resonance
10 3.6490366109e+06 resonance
11 3.0844980058e+06 resonance
12 2.6072985728e+06 resonance
13 2.2039261608e+06 resonance
14 1.8629590692e+06 resonance
15 1.5747426366e+06 resonance
16 1.3311158643e+06 resonance
17 1.1251803330e+06 resonance
18 9.5110487054e+05 resonance
19 8.0396043924e+05 resonance
20 6.7958056770e+05 resonance
21 5.7444337489e+05 resonance
22 4.8557184628e+05 resonance
23 4.1044953813e+05 resonance
24 3.4694932302e+05 resonance
25 2.9327315922e+05 resonance
26 2.4790117810e+05 resonance
27 2.0954864832e+05 resonance
28 1.7712959797e+05 resonance
29 1.4972606470e+05 resonance
30 1.2656210316e+05 resonance
31 1.0698181368e+05 resonance
32 9.0430770131e+04 resonance
33 7.6440321070e+04 resonance
34 6.4614319626e+04 resonance
35 5.4617906392e+04 resonance
36 4.6168027705e+04 resonance
37 3.9025420837e+04 resonance
38 3.2987839143e+04 resonance
39 2.7884325344e+04 resonance
40 2.3570370783e+04 resonance
41 1.9923823581e+04 resonance
42 1.6841429850e+04 resonance
43 1.4235910002e+04 resonance
44 1.2033487382e+04 resonance
45 1.0171799242e+04 resonance
46 8.5981309104e+03 resonance
47 7.2679231466e+03 resonance
48 6.1435104227e+03 resonance
49 5.1930544054e+03 resonance
50 4.3896424360e+03 resonance
51 3.7105254849e+03 resonance
52 3.1364740010e+03 resonance
53 2.6512334166e+03 resonance
54 2.2410638912e+03 resonance
55 1.8943512605e+03 resonance
56 1.6012781751e+03 resonance
57 1.3535461177e+03 resonance
58 1.1441404255e+03 resonance
59 9.6713166714e+02 resonance
60 8.1750774704e+02 resonance
61 6.9103198580e+02 resonance
62 5.8412315618e+02 resonance
63 4.9375407882e+02 resonance
64 4.1736590609e+02 resonance
65 3.5279566700e+02 resonance
66 2.9821502148e+02 resonance
67 2.5207849007e+02 resonance
68 2.1307969276e+02 resonance
69 1.8011435825e+02 resonance
70 1.5224905587e+02 resonance
71 1.2869476503e+02 resonance
72 1.0878453368e+02 resonance
73 9.1954593217e+01 resonance
74 7.7728395094e+01 resonance
75 6.5703117076e+01 resonance
76 5.5538257137e+01 resonance
77 4.6945991957e+01 resonance
78 3.9683027060e+01 resonance
79 3.3543707801e+01 resonance
80 2.8354196149e+01 resonance
81 2.3967548371e+01 resonance
82 2.0259554243e+01 resonance
83 1.7125219976e+01 resonance
84 1.4475795257e+01 resonance
85 1.2236260242e+01 resonance
86 1.0343201327e+01 resonance
87 8.7430155593e+00 resonance
88 7.3903928442e+00 resonance
89 6.2470329627e+00 resonance
90 5.2805610824e+00 resonance
91 4.4636110472e+00 resonance
92 3.7730504903e+00 resonance
93 3.1893258288e+00 resonance
94 2.6959085939e+00 resonance
95 2.2788274190e+00 resonance
96 1.9262724327e+00 resonance
97 1.6282608564e+00 resonance
98 1.3763543368e+00 resonance
99 1.1634200091e+00 resonance
100 9.8342852670e-01 resonance
101 8.3128333666e-01 resonance
102 7.0267636848e-01 resonance
103 5.9396604869e-01 resonance
104 5.0207418781e-01 resonance
105 4.2439881980e-01 resonance
106 3.5874052604e-01 resonance
107 3.0324015766e-01 resonance
108 2.5632619272e-01 resonance
109 2.1667023782e-01 resonance
110 1.8314941387e-01 resonance
111 1.5481456124e-01 resonance
112 1.3086336376e-01 resonance
113 1.1061763079e-01 resonance
114 9.3504093810e-02 resonance
115 7.9038174085e-02 resonance
116 6.6810261541e-02 resonance
117 5.6474116450e-02 resonance
118 4.7737065462e-02 resonance
119 4.0351714418e-02 resonance
120 3.4108943243e-02 resonance
121 2.8831984612e-02 resonance
122 2.4371418684e-02 resonance
123 2.0600942207e-02 resonance
124 1.7413792168e-02 resonance
125 1.4719722749e-02 resonance
126 1.2442449969e-02 resonance
127 1.0517491659e-02 resonance
128 8.8903416180e-03 resonance
129 7.5149262438e-03 resonance
130 6.3522999313e-03 resonance
131 5.3695423093e-03 resonance
132 4.5388260824e-03 resonance
133 3.8366290868e-03 resonance
134 3.2430682476e-03 resonance
135 2.7413365798e-03 resonance
136 2.3172272891e-03 resonance
137 1.9587314994e-03 resonance
138 1.6556982152e-03 resonance
139 1.3995468907e-03 resonance
140 1.1830244675e-03 resonance
141 1.0000000000e-03 thermal
142 1.0000000000e-05 thermal
